loss,mape,val_loss,val_mape
0.01488069910556078,63957.83203125,0.00515349255874753,136711.859375
0.006046878173947334,33580.44921875,0.004184891004115343,87347.2421875
0.0055764117278158665,19685.931640625,0.004110429901629686,117812.296875
0.005235577002167702,21029.0546875,0.003606669371947646,110064.3359375
0.004942676983773708,26274.9765625,0.0040955329313874245,63878.68359375
0.004554552026093006,16702.216796875,0.0047388141974806786,141370.84375
0.004490246996283531,23072.650390625,0.0034468143712729216,109690.5390625
0.00451098196208477,27722.158203125,0.0032152198255062103,99577.0625
0.004244327079504728,12199.4580078125,0.0031366609036922455,83708.0546875
0.004219796042889357,20363.1953125,0.0038213287480175495,126711.9609375
0.00409560976549983,17650.134765625,0.005578417330980301,41887.859375
0.0040398575365543365,34053.37109375,0.005695712752640247,24214.693359375
0.00413056043908,25072.60546875,0.003005311591550708,96167.6015625
0.00394337298348546,21345.75,0.0041637904942035675,44074.2578125
0.003834173083305359,26894.578125,0.0036308998242020607,57454.0546875
0.0038317919243127108,29994.08203125,0.0030063565354794264,114040.578125
0.0037232202012091875,25991.3828125,0.0033278907649219036,71453.734375
0.003768685506656766,21911.150390625,0.0030028687324374914,111869.5078125
0.0037225214764475822,19270.203125,0.0029532029293477535,83255.7890625
0.0037697991356253624,24543.57421875,0.0030353511683642864,109435.3203125
0.003681180765852332,25948.515625,0.002903315471485257,96106.1484375
0.003691574791446328,27854.009765625,0.0034639497753232718,131876.171875
0.003702460089698434,18177.201171875,0.0036450661718845367,68609.046875
0.003676607506349683,27281.99609375,0.0031322084832936525,121417.5859375
0.003577284747734666,16726.484375,0.0032500477973371744,115565.65625
0.0036829744931310415,24210.841796875,0.00351194990798831,60306.9765625
0.0036026283632963896,25897.248046875,0.004532196093350649,36677.59765625
0.00352876097895205,23328.1796875,0.0035073920153081417,57422.14453125
0.00354781630448997,20579.767578125,0.003504405962303281,55767.640625
0.003541612299159169,18647.37890625,0.0030046587344259024,115578.90625
0.003549834480509162,20769.21875,0.0031026778742671013,68444.640625
0.0033667508978396654,17921.578125,0.0029244713950902224,103886.9296875
0.0035732570104300976,22620.6640625,0.00328160566277802,117563.4765625
0.003479429055005312,17668.681640625,0.002926410874351859,78348.9296875
0.0034649053122848272,25462.73046875,0.0029183479491621256,94460.71875
0.0035471110604703426,20867.65625,0.0034674888011068106,56122.81640625
0.003400885732844472,16473.244140625,0.003036144422367215,74785.9609375
0.0034727188758552074,24420.546875,0.0029066260904073715,103543.46875
0.0034814090467989445,19187.83984375,0.003192959586158395,70523.265625
0.003324780846014619,19947.251953125,0.004022089298814535,57799.12109375
0.0034149657003581524,21796.22265625,0.002985485130921006,85811.7265625
0.0033616707660257816,25451.703125,0.002891830401495099,90900.4453125
0.0034427072387188673,19464.12890625,0.0031920874025672674,63803.1875
0.0033481467980891466,23379.748046875,0.003446700982749462,127595.1328125
0.0035093652550131083,29842.455078125,0.0029439968056976795,106061.5
0.003402541857212782,17997.4921875,0.002870077034458518,82233.6484375
0.003407479263842106,21815.59765625,0.0028830580413341522,102766.59375
0.003333312924951315,19805.515625,0.0028989273123443127,98958.0703125
0.0034115531016141176,28365.369140625,0.0028852508403360844,103509.234375
0.0033040570560842752,23656.51171875,0.0036237307358533144,44831.140625
0.0034044289495795965,19422.689453125,0.0029296090360730886,93187.765625
0.0033229817636311054,23058.259765625,0.0028726288583129644,98189.796875
0.0032832189463078976,29232.080078125,0.0029278758447617292,108910.296875
0.0033626023214310408,19069.634765625,0.0031820868607610464,119689.1640625
0.0033330214209854603,17562.4765625,0.002908100839704275,98449.3984375
0.00336230150423944,25472.046875,0.0030367926228791475,77807.3671875
0.0032169530168175697,19836.244140625,0.0028794093523174524,90066.125
0.003359057242050767,26702.259765625,0.0032915701158344746,66800.0546875
0.0031866200733929873,23623.978515625,0.0032700588926672935,125382.1875
0.0033263778313994408,21656.826171875,0.0029694659169763327,111371.40625
0.0031923623755574226,16078.1650390625,0.0029838839545845985,96525.8828125
0.0032977177761495113,22618.1953125,0.0031098653562366962,62168.53515625
0.0032537186052650213,18573.88671875,0.003548624226823449,49234.41796875
0.003257354721426964,16803.9375,0.0029613389633595943,77749.0390625
0.0032969885505735874,14460.94921875,0.0029425579123198986,109322.1484375
0.0032570715993642807,26264.96875,0.0029020034708082676,78775.2890625
0.003283889964222908,19938.884765625,0.0030010889749974012,75467.5390625
0.0032227470073848963,18567.7890625,0.002951463218778372,73042.8359375
0.0032473120372742414,21705.58203125,0.002873531077057123,88638.0546875
0.003223617561161518,20225.34375,0.002893630415201187,108113.171875
0.003298744559288025,22286.57421875,0.0029137872625142336,70669.75
0.0032142482232302427,20965.4765625,0.0028714684303849936,93963.78125
0.003184342524036765,21447.32421875,0.0031937514431774616,60873.125
0.003208011854439974,18042.689453125,0.0029012281447649,80217.0859375
0.003196961944922805,24939.12109375,0.002908103633671999,86447.859375
0.0032721408642828465,15159.1796875,0.003107435302808881,77222.515625
0.0032085131388157606,18217.9609375,0.0028798107523471117,96447.859375
